mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.33356332778930664,0.03251030169981451,0.025943438212076824,0.005734648618833661,gini,5,50,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.5413533834586466,0.5241038318912238,0.5155131264916468,0.5269901139471723,0.010744849560293626,5
0.6086966196695963,0.06048513397303307,0.05262573560078939,0.009023544014332151,gini,5,100,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.5408805031446541,0.5149253731343284,0.5186074429771909,0.5248044397520578,0.011466451652073554,6
0.4358457724253337,0.010366528972464432,0.03997270266215006,0.004659500391267543,gini,10,50,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.5968109339407744,0.5670945157526255,0.5642151481888035,0.5760401992940678,0.01473409317908237,1
0.8432021935780843,0.017072264822268278,0.04468067487080892,0.010760810688806454,gini,10,100,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.5979381443298969,0.5616921269095182,0.5629139072847682,0.5741813928413945,0.01680596358015381,2
0.34345753987630206,0.01201612992514083,0.026608943939208984,0.0024453610823557325,entropy,5,50,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 50}",0.5378787878787878,0.5295566502463054,0.5061425061425061,0.5245259814225331,0.013435738814123525,7
0.5319055716196696,0.0890044524224734,0.03524923324584961,0.002241820812019739,entropy,5,100,"{'criterion': 'entropy', 'max_depth': 5, 'n_estimators': 100}",0.5338441890166028,0.5169385194479298,0.5006165228113441,0.5171330770919589,0.013565835515973233,8
0.3557012875874837,0.03595568904266484,0.02333855628967285,0.002187247314764031,entropy,10,50,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 50}",0.5944700460829493,0.5430932703659976,0.5446527012127894,0.5607386725539122,0.023860177790034083,4
0.5350422859191895,0.01742648376734944,0.036480347315470375,0.0028652062187275013,entropy,10,100,"{'criterion': 'entropy', 'max_depth': 10, 'n_estimators': 100}",0.5945330296127562,0.564042303172738,0.5557986870897156,0.57145800662507,0.01665996830614742,3
